mu,sigma
-1.06476,1.93362
1.48307,0.317555
0.238979,0.96665
1.73836,0.685075
1.58157,0.150469
2.18551,0.982694
0.892139,2.11068
1.65492,0.363408
-1.24779,2.06143
-0.896608,1.91235
2.36897,1.29601
1.46549,0.837661
-0.0228693,1.7892
0.66896,1.76435
1.25569,0.327218
0.856504,0.199164
1.28603,0.278545
1.2002,0.151969
1.87019,0.189895
1.2713,0.679126
1.51813,0.455508
2.46933,0.890903
1.43847,0.404082
2.22521,0.562554
0.479711,2.80893
0.735639,1.86648
1.1404,1.4155
2.08184,0.533846
1.7652,0.368303
-0.0488735,2.09406
1.52342,0.380703
0.80711,0.436807
0.9897,0.215034
0.937226,0.567276
2.57968,1.65513
3.66898,0.924861
0.798216,0.783926
1.15037,1.39092
2.08513,1.03073
1.52303,0.186264
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.3531,0.0696567
1.45251,0.071735
1.45251,0.071735
1.38629,0.113265
1.38629,0.113265
2.22755,1.36877
0.226183,1.45809
1.90804,1.11532
0.214243,0.521063
1.99509,0.558921
1.49084,0.447939
1.11045,0.235767
1.5683,1.05218
1.68012,2.40579
0.871762,0.460625
1.6207,0.360918
1.44444,0.380801
1.75321,0.785549
1.47232,0.281839
2.03974,0.452483
1.09075,0.655991
1.1048,0.523381
2.11453,1.22183
0.469589,0.578806
4.16013,1.47344
1.32799,1.25673
-1.27708,1.14012
0.927743,0.504821
0.61194,0.621167
1.06339,0.79045
2.4268,0.847857
3.76634,1.31117
2.4513,0.614581
1.80124,0.736973
0.927828,1.72536
3.00935,1.54175
1.6152,1.90979
1.84514,1.35801
1.68406,0.599679
0.594156,0.513617
3.07081,1.45574
1.49527,0.168581
1.63728,0.322075
2.08229,0.766667
-0.563994,1.38932
0.925521,1.37743
1.52881,0.232584
1.82259,0.369894
0.180276,1.93087
1.49246,0.470045
1.35078,0.319883
1.34643,0.520937
1.31846,1.23918
2.19264,1.17385
0.0256293,0.872933
1.37269,0.918778
1.11803,0.684066
3.26092,0.737951
1.43892,0.247368
2.10782,1.06736
0.479951,1.19989
0.0845551,1.07418
1.81505,0.559536
0.605347,1.34103
5.00687,2.1212
1.58217,0.652832
2.80805,1.09428
0.502317,0.889187
1.61454,1.06313
1.75345,0.412441
2.89102,1.30044
1.14737,0.763147
1.28669,0.377319
1.71309,0.462321
1.95462,0.586092
1.7305,0.450155
2.23085,0.781891
1.29156,0.516217
1.39009,0.221556
1.48801,0.256319
1.64899,0.284122
-1.31169,1.98631
1.19292,0.257815
1.54486,0.578575
2.8211,2.14804
1.58204,0.194935
1.08853,0.4767
-0.119736,1.67489
1.25127,1.40884
1.71055,1.50785
1.39878,0.243053
2.12343,1.37359
0.257803,0.993407
1.06554,0.231069
1.3474,0.209886
1.76264,0.251506
1.46656,0.160003
1.4267,0.120756
1.48783,0.847918
1.53725,1.22963
2.28249,0.77492
1.72085,1.40583
2.32814,1.81256
2.08641,1.11605
1.88593,0.998641
1.00224,0.844156
1.45284,0.105938
1.39449,0.0796129
1.39449,0.0796129
1.39571,0.0936776
1.39571,0.0936776
1.39571,0.0936776
1.57811,0.475628
2.1764,1.49518
1.44671,0.102291
1.54493,0.15101
1.06812,0.242836
0.24638,1.0447
0.575594,1.06905
0.858071,0.414868
0.326776,0.702472
1.1881,1.14977
1.54084,0.370938
1.40407,0.935732
1.12603,0.441254
1.5367,0.701594
1.17516,0.281152
0.932506,0.350632
0.634057,0.410819
2.04152,0.916987
-0.956551,2.35298
1.88808,1.1966
1.14435,0.514408
1.1946,0.172873
1.57037,0.589884
1.60987,0.844103
2.25998,0.558823
1.59536,0.265384
1.432,0.168165
1.13331,0.564681
0.541494,0.897323
1.21204,0.408321
1.09467,0.737254
0.614646,0.285874
1.90653,0.575888
1.89049,0.488379
1.22169,1.12587
1.98315,0.933057
1.63458,1.66491
0.997871,0.997058
0.520342,1.38465
2.57782,1.08799
1.52876,0.250273
1.49975,0.438165
1.47986,0.33104
1.48219,0.416837
1.856,0.482726
2.07051,1.5898
0.497627,0.661215
1.82896,1.31801
1.69247,1.42366
1.53334,0.690911
1.16526,0.529468
2.87339,0.63771
1.41075,0.504266
1.0732,0.854838
1.53719,0.627144
1.59682,1.38435
1.44664,0.23491
0.233364,1.1842
-0.75843,1.20425
1.57183,0.535507
-0.83278,1.61364
1.24002,0.708847
0.912493,0.711213
1.89815,0.567317
0.388272,1.25844
1.37929,1.0393
2.09699,0.708218
0.937296,0.682198
-2.79523,2.03791
1.97012,0.520009
0.828123,1.26837
1.3309,0.263263
1.03323,1.0775
0.213802,1.25826
5.22326,1.74956
0.972068,1.7674
1.49528,0.639966
0.305939,0.869107
1.89036,0.630734
1.68226,0.717526
1.62626,0.291165
1.11937,0.715491
1.87532,1.28991
1.5477,0.346315
1.47933,1.07938
1.3787,0.410895
1.32233,0.805385
3.8237,2.16515
1.2312,0.467012
0.528844,1.22148
1.69511,1.05395
1.16662,0.719782
1.30944,0.680976
1.25429,0.196717
1.49898,0.336165
0.987565,0.969677
2.55452,1.87955
1.26002,0.240668
1.76367,0.683557
0.650478,0.823953
0.855729,1.36738
2.33348,0.56553
1.22073,0.350762
1.712,0.670331
1.01883,0.349358
0.240216,0.782859
2.49042,1.03275
0.885935,0.697985
1.51914,0.423495
1.31109,1.27877
0.440653,0.850226
1.62881,0.330833
1.33131,0.312211
1.38209,0.404397
1.49713,0.836745
3.16551,1.24121
5.12999,1.6595
0.257419,1.21004
0.807865,2.30082
0.962076,1.58826
1.34483,0.210458
0.650215,0.648653
0.776612,0.816884
1.12993,0.737262
0.108487,1.5082
3.27885,1.22995
1.34104,0.777872
1.04196,0.582071
2.05418,0.398695
3.24192,1.28294
1.44402,0.989209
2.22977,0.441493
0.251119,0.671701
-0.461404,1.39744
1.06354,0.502272
1.39992,0.880788
0.495063,0.702098
1.11135,0.384277
1.25109,0.388594
0.625391,1.26119
1.24461,0.227925
3.47746,2.14025
0.985303,1.43349
1.24153,0.848574
1.17707,0.482712
0.517056,1.01403
0.558004,0.708573
-2.06361,1.64633
0.965589,0.452301
1.75265,2.05854
2.33078,0.242042
3.29394,1.3363
1.77288,0.288733
1.13317,0.427868
1.01031,0.568886
0.845254,0.929994
1.05774,0.613925
2.98891,0.872555
1.58637,0.195041
1.35825,0.143222
-0.0474404,0.890544
3.24228,1.89303
0.1716,1.67901
0.104673,0.819878
0.604781,0.966112
1.62229,1.86761
1.51676,0.44153
0.0332145,0.778473
1.69836,0.45991
-3.90101,1.7173
2.41236,1.47067
1.5966,2.11401
1.58364,0.240343
1.98495,0.835813
-0.322341,1.56138
1.38152,0.86397
0.374828,0.783203
1.10711,0.481966
2.12736,0.567676
3.83715,1.59867
2.55711,1.98391
1.5323,0.198509
1.90043,0.42482
1.87858,1.16568
2.0983,0.474252
1.04637,0.900599
0.0738589,0.551967
1.85865,1.41595
1.47353,1.15656
-2.81182,2.26747
2.68803,1.8234
-0.150257,1.82929
1.00761,1.90212
0.781189,0.424252
1.50052,0.636785
1.03614,1.62422
0.540625,1.60294
1.2385,0.749666
2.7927,1.17123
2.43912,0.948482
0.597768,1.24848
0.726389,0.48153
-1.92744,2.1591
3.67587,1.8315
1.30585,1.46472
1.11728,1.65339
1.56362,0.288034
2.60266,0.798723
0.845713,1.40344
1.29318,0.914962
-1.44944,1.30897
2.30948,1.57376
2.17249,1.14085
1.69724,0.249242
1.48615,0.112688
-0.119474,0.657291
1.62525,0.955991
2.34413,0.966722
1.3741,0.382979
0.938937,0.293513
2.62363,1.20558
1.53268,1.2083
1.2861,0.880725
-0.307232,0.828547
5.15073,2.55213
4.44032,1.25905
1.59483,0.665395
1.75638,0.548541
1.44177,0.312487
2.43347,0.575152
1.45328,0.575584
0.149847,0.868848
2.67253,1.24958
2.30245,1.05879
2.71987,0.910324
0.0163996,0.61198
-0.497749,2.52462
1.52571,0.515647
0.784796,1.49922
1.67149,1.1174
1.21239,0.578233
1.80441,0.434876
2.97963,1.65384
1.23276,0.989701
2.22215,0.786183
1.95406,0.33426
0.65557,1.2583
0.189191,0.966697
0.915077,1.03955
3.72654,0.984985
1.01075,0.335809
1.63299,1.04995
1.5562,0.194476
2.38386,0.768926
0.919465,0.54521
0.269242,0.949026
1.66339,0.913474
2.5971,1.2448
2.82585,0.883324
2.23661,0.850706
1.85112,0.58181
-0.601139,2.11181
3.22048,2.4044
1.32886,0.0892802
1.32886,0.0892802
1.32886,0.0892802
1.32886,0.0892802
1.32886,0.0892802
1.32886,0.0892802
1.47865,0.121201
1.25436,1.30419
2.06989,0.620254
1.86218,0.458114
3.65114,0.799351
1.32247,0.275022
1.4233,0.226296
2.03086,0.435178
1.24879,0.336144
0.362945,1.10469
2.48156,1.44681
2.29329,0.800838
0.548987,0.82648
-0.511648,0.723999
1.32616,2.4418
0.998226,1.074
1.43408,1.58773
1.26679,0.197546
1.43028,0.139731
1.46456,1.51171
0.989385,0.650747
1.47384,0.406803
1.26882,1.85343
1.56138,0.810612
1.25811,0.206411
1.69824,0.508912
0.645983,0.555614
1.74644,1.07413
1.14317,0.225289
1.43347,0.121144
1.4341,0.101288
1.4341,0.101288
1.49796,0.100052
1.49796,0.100052
1.49796,0.100052
1.49796,0.100052
1.82793,0.234847
1.95331,1.00184
1.42745,0.126243
1.85103,0.316416
2.01493,0.780037
1.12541,0.456129
1.70386,0.325505
1.43941,0.674021
1.23179,0.542763
0.611869,1.03776
1.33986,0.447936
1.06377,0.631401
1.26458,0.215831
0.633663,0.473978
-0.0416422,0.931084
0.74625,2.42152
0.338525,1.8203
1.41119,0.312257
1.2457,0.582406
1.82921,0.925242
1.90152,1.45257
2.33295,0.457112
3.68143,1.39137
1.21009,0.397292
1.2198,0.392116
1.38254,0.284676
2.53965,0.53265
2.20705,0.474979
1.42368,0.385816
1.88006,0.586764
2.41798,0.617305
0.574888,0.788592
1.36619,0.33196
0.0486465,1.4978
-0.643703,2.14612
1.26629,1.0225
1.47291,0.25955
1.49749,0.268681
1.69623,0.285885
0.381998,1.96529
3.63673,1.08052
2.15163,1.09052
1.30045,0.122454
1.43913,0.0875454
1.30756,0.138518
1.30756,0.138518
1.22018,1.08352
1.1191,0.460746
0.839123,1.47969
1.12261,0.430009
1.39821,0.845408
0.294865,1.22555
2.21795,1.00925
1.55154,1.14376
1.04555,0.938685
1.28359,0.71715
1.43307,0.0959651
1.56673,0.164114
1.22009,0.223899
0.943118,0.529468
1.56143,0.520907
-0.0468891,1.65703
1.64966,0.59776
1.88163,0.403805
1.70874,0.351582
1.92919,0.396153
0.907711,0.626923
1.51385,0.258859
1.36413,0.231033
1.69111,0.19865
1.30057,0.153951
1.01022,0.644849
1.56426,0.631595
0.947126,0.747354
1.79335,0.378815
2.21925,1.52076
-0.310177,0.659297
0.23329,1.22312
1.79075,0.601636
1.22016,0.648124
1.25545,0.961974
1.42694,0.581737
1.34308,1.08674
1.14067,0.78498
0.823421,0.934924
1.32391,1.09646
1.70894,0.212249
2.18159,0.964237
0.423753,1.18481
5.0515,1.82308
1.69574,1.2661
-0.413348,2.12416
1.10639,1.12301
1.44685,0.437784
1.72381,0.579351
0.749308,0.763591
2.38531,0.409029
1.52611,1.17371
1.76763,0.24202
1.27031,0.892431
2.26941,1.45599
1.31903,0.942991
1.40634,0.22027
1.79198,0.334079
1.89091,0.754627
1.87808,0.262521
1.41552,0.233082
1.0118,0.80572
1.87779,0.889137
3.01586,1.53443
1.02313,1.23446
1.45709,0.175193
1.07547,0.71935
1.26676,0.294397
1.43103,0.130421
1.29504,1.24567
1.59045,0.2631
1.61266,0.554969
1.07074,0.371401
3.55512,1.76242
1.95605,0.589554
2.14913,0.448643
1.25099,1.03611
0.669052,0.744947
4.24562,1.74148
2.35449,0.709534
2.60396,0.856488
0.317555,1.08136
1.19597,0.914904
2.82236,1.40538
2.18526,1.10912
1.56667,0.736299
1.08151,0.322028
1.14863,2.2823
1.5086,0.222298
1.40896,0.144359
1.56544,0.364354
2.77511,0.870616
2.96357,1.74969
1.70813,0.296872
1.26608,0.261888
1.83282,0.345583
0.476489,0.63767
2.18501,0.857743
-0.539467,1.12978
0.0162663,1.43019
1.3715,0.331884
1.0448,0.986687
-0.424474,1.59193
-1.83928,2.07662
1.80383,0.71562
2.8312,0.961472
-0.498478,1.48803
2.40427,2.18754
0.66342,0.615771
1.10066,0.540631
2.48708,0.629882
0.831237,1.42126
0.99477,0.300405
1.07943,0.81861
0.0924494,1.01701
0.971875,0.873839
1.94687,0.713151
2.95198,1.49786
2.07011,1.91009
1.85685,1.34755
1.25661,0.62966
1.17101,0.442498
1.44072,0.611999
1.54831,0.710715
1.49979,0.235445
0.860115,1.52276
-0.57143,1.19575
2.52519,1.19351
1.69229,0.217463
2.81385,1.1693
1.44584,0.649925
1.02382,1.7519
1.13539,0.572659
1.61179,0.279348
1.09181,0.363532
0.597477,0.605881
0.548568,1.28411
1.13305,0.313926
1.60198,0.290058
1.51261,1.35843
1.11727,0.631698
0.801599,1.16224
1.46632,0.346744
1.31455,0.544922
0.325911,0.625771
0.153721,0.56249
2.19002,0.535973
1.32057,0.413975
1.49197,0.295549
1.66451,0.191269
1.32908,0.65346
0.912035,0.633104
2.33808,1.45633
1.31731,0.816694
-1.20075,1.16674
0.334594,1.24983
0.628489,0.988609
0.525953,0.356645
2.77389,1.35396
1.6943,0.509763
1.38239,1.2725
1.45287,0.236071
0.328621,0.924879
1.34379,0.233868
1.35661,0.351702
1.30592,0.479172
1.10331,0.468822
0.832314,1.15058
1.91671,0.550752
0.299758,1.28466
1.39615,0.43069
-0.0474075,1.10757
2.23903,0.7948
2.28173,2.56384
1.98108,0.854476
-0.0125258,0.899367
1.03058,1.16175
1.6593,1.32513
-0.568973,1.43165
1.8198,0.756226
1.55224,0.516139
1.1663,0.809433
-1.16345,2.48837
2.13681,0.597153
1.84717,0.749519
1.83379,0.478547
0.734406,0.791837
1.82202,0.458356
1.25444,0.52221
0.849214,0.803552
-0.14345,2.83275
1.28007,0.500544
0.632917,0.942453
2.04837,0.338247
1.32805,0.249684
1.19736,0.558709
1.66387,0.35106
-1.15466,2.38776
0.446949,0.554329
1.92338,0.437901
-0.238012,1.46822
1.73409,1.35368
1.01483,1.21209
1.80229,0.250715
1.2286,0.3739
1.3443,0.463799
0.0845845,1.84388
0.166572,0.819346
1.44245,0.208793
1.45491,1.21048
1.6172,0.574514
3.15571,0.904099
1.63023,0.563944
1.93436,0.787401
0.984089,0.686013
-0.409942,1.53008
1.706,1.37309
2.48357,1.41056
0.945569,0.485192
1.35321,0.256919
1.77124,0.255606
2.05749,1.26261
-2.70859,1.74889
1.15393,0.624718
1.17056,0.504116
1.3965,1.18969
1.21069,0.701539
0.527247,1.09917
1.62788,0.574803
2.68988,0.776867
3.18966,1.5398
-0.125302,1.16956
1.63301,0.64279
1.66315,0.633102
0.0292932,0.642123
1.28992,0.480361
1.0152,0.726435
2.44262,1.1266
1.23323,0.31717
1.71017,0.20977
0.496888,1.64646
0.558587,2.05405
1.36806,0.818351
0.665605,1.05625
2.16611,0.633964
0.733554,0.811476
0.741129,0.885007
1.72562,0.224012
1.72719,0.281238
0.818527,0.993303
1.87681,1.00491
1.67384,0.797306
1.06493,0.474105
1.65415,1.85989
2.01731,0.936412
1.38807,1.31405
1.1691,0.181506
1.71413,1.16153
0.86856,0.295671
1.80295,1.28563
2.47068,0.525175
1.17211,0.566232
1.05824,0.998258
1.26102,0.830089
1.38907,0.419728
0.991626,1.19152
0.989553,0.519238
1.61525,0.257046
2.33709,0.689034
1.24472,0.536751
0.772773,0.424417
1.9767,1.11649
1.36228,0.33197
0.807426,1.02515
0.0651847,1.25269
1.84008,0.267867
1.32629,0.455941
1.39617,0.182983
1.0388,0.743321
1.15134,0.741023
0.584754,1.22151
1.35206,0.226835
1.42093,0.152173
0.936174,0.533658
0.901274,0.68475
1.84802,0.336937
1.39573,0.906965
1.64896,1.22275
-0.422263,1.86972
0.936015,0.398507
1.32801,2.07497
1.06037,0.946365
2.23736,1.15183
0.71554,0.367077
1.42557,0.293419
1.44772,0.429493
2.02296,0.483575
1.05961,0.605114
1.45978,0.746308
2.68825,1.38819
2.45009,1.90088
1.58032,0.619181
-0.143792,1.15133
-0.185931,1.30456
-0.10886,1.08573
1.43364,0.260398
1.28314,0.790954
1.58354,0.450438
4.59481,1.5282
2.33494,0.986146
1.11567,0.565846
1.23262,0.218985
1.58019,0.330576
0.846433,0.190427
0.846433,0.190427
-0.68512,1.5746
1.70553,1.42653
1.39877,0.250876
0.934349,0.524365
1.65086,0.25359
1.9648,0.601755
1.08005,0.530299
-0.264906,0.623502
1.65005,0.850182
1.30674,1.88486
1.16476,0.342719
0.0163681,0.936927
1.28219,0.240767
0.89231,0.62081
0.110553,1.30652
1.84921,0.245442
1.80512,0.489773
1.51645,0.395151
0.994182,0.332532
1.52472,0.385765
0.448143,0.672574
0.459602,0.450119
-0.937371,0.977989
1.956,0.422852
1.45457,0.395423
0.305655,1.2872
1.3078,0.863408
1.33603,2.00923
1.48789,1.39792
1.18749,0.470284
1.51309,1.45953
3.29552,1.09193
1.6108,0.829972
1.73581,0.457835
1.79145,0.483636
0.552737,1.02176
2.21607,1.06909
0.489652,1.77751
1.82753,1.3252
1.0545,0.313562
4.22249,1.64283
-0.545154,1.13417
1.27038,0.291682
1.37552,1.08881
1.62994,0.731426
2.19817,0.852337
1.01018,0.353238
2.30689,0.468906
1.25705,0.893378
1.84608,1.17219
1.46741,0.205404
1.63322,0.806779
1.72237,0.21444
2.49125,1.564
2.14664,1.11828
-1.25012,1.50235
1.36735,0.69039
1.77464,1.01227
1.63131,0.672466
1.54023,0.364566
1.02791,0.888564
1.38687,0.931538
1.42245,0.401704
2.03528,0.567745
3.31629,1.16649
2.92779,1.51187
1.71081,0.993368
1.54479,0.612682
-0.7232,1.27787
-1.26773,1.39248
1.60892,0.423448
2.08667,0.289751
1.34569,0.418348
3.20953,2.26871
1.73818,0.303357
1.62514,0.57182
1.67093,0.722005
1.57173,0.809964
-0.181659,0.929753
0.713663,0.628107
1.69169,0.398671
1.50783,0.225442
0.843354,0.231583
0.458439,0.560747
1.49002,0.583594
-0.16895,1.65676
1.33138,0.366775
-0.24961,1.9354
0.095786,2.30667
0.953631,0.717978
1.71272,0.756005
1.51421,1.04615
0.617182,1.49285
1.10267,0.597129
1.42261,1.42333
2.40931,1.19633
1.45997,0.247843
1.6145,2.44855
-0.124873,0.686091
2.16012,0.495732
2.65205,1.29852
1.15427,0.245236
2.00909,0.542311
3.46579,1.79031
-0.498854,0.966386
-0.0684774,0.988753
-0.00879644,1.35325
0.598764,0.951482
1.30304,0.481022
-0.162122,1.31992
1.18363,0.486496
-0.212146,2.2294
-2.37909,1.27743
0.738258,0.687049
1.00838,0.564666
1.11658,0.607702
2.62918,0.712466
1.49859,1.077
1.6955,0.81498
1.36859,0.74846
2.72543,0.900211
1.49566,0.816796
1.17112,0.395699
1.12638,1.51683
1.67794,1.50184
1.16836,0.877887
2.23629,1.07529
1.02335,0.35059
0.712076,1.23638
0.606604,1.83969
1.15121,0.770656
1.08633,1.52443
0.688091,0.694318
0.729809,0.645392
1.08461,1.294
0.754416,0.451378
1.49447,0.406306
1.13742,0.625242
0.073262,0.818029
1.46289,0.317733
2.2889,0.647062
0.507912,2.57862
-2.43094,1.61937
-1.10558,1.87823
0.682097,1.00849
0.263583,1.93939
0.617137,1.58228
0.949086,0.631606
0.107078,1.64984
1.35034,0.388101
0.817729,0.919017
1.18643,0.157486
1.49025,0.255142
0.665445,1.24147
0.843253,1.84733
3.86471,1.7038
-0.146005,1.11734
1.5964,1.23501
2.67848,1.94446
2.2026,0.883392
-0.176919,0.959946
2.08371,1.17352
0.895896,0.331848
2.35786,0.974978
0.827693,0.919535
-1.44316,1.4023
-0.943507,1.91167
1.39532,0.176153
2.98779,1.03855
2.36693,0.518735
1.65823,0.249851
1.20212,0.234992
1.09301,0.738345
1.23834,0.258077
0.693154,1.26031
2.05102,2.2893
0.961103,0.376426
1.60585,0.406081
0.269152,1.51368
1.66052,0.366992
1.01991,1.2185
1.69774,1.07797
-0.159365,1.23252
1.75613,0.73675
-2.91448,1.52337
1.99074,0.807762
1.06211,0.749484
1.57008,0.46394
1.22958,0.976489
-1.08626,1.58911
-0.102003,1.15467
1.47429,1.48264
0.826049,0.297467
1.0725,0.356051
2.27442,0.759982
2.17425,1.69458
2.08759,0.414731
1.1849,0.420078
2.08017,0.504108
1.16146,1.43235
1.67324,0.829179
1.0606,0.855831
-0.567341,1.27184
0.81649,2.80192
1.06349,0.818492
0.727662,0.47728
-0.670349,1.57004
1.73585,1.91949
5.85685,1.98296
1.01309,1.17515
-1.8604,2.095
1.47052,0.476268
3.62307,1.16021
-0.107109,1.26658
1.8621,0.60179
2.24121,0.96557
2.19349,1.33932
-0.0886749,1.53676
3.06779,1.58817
1.88426,1.09442
1.04409,0.870309
1.34382,1.5637
-0.0947797,0.895236
0.299109,1.68643
1.14732,0.770697
1.65791,1.18426
1.42296,0.663
-0.161071,0.829254
1.88535,0.586827
1.10661,1.13134
0.028049,1.34389
0.620276,1.03646
1.27274,0.183468
1.49407,0.456436
1.19344,0.182388
2.71836,1.61314
1.20611,0.767443
1.07291,0.676637
1.07053,0.369492
1.34915,0.931065
0.959056,0.684428
1.36198,0.649421
1.52536,0.141437
1.43689,0.126729
1.34839,0.362365
1.98034,0.990991
0.662282,1.09279
2.11985,0.554177
1.62712,1.14728
0.692777,0.236889
0.899908,0.42301
1.66692,1.13756
1.17047,0.346907
1.75536,0.45388
1.53802,0.233915
2.22554,0.333943
1.73832,0.297044
-1.56745,0.828471
0.759597,1.24387
1.95979,1.49334
2.03691,1.57834
1.34824,0.724577
1.63659,0.774287
-0.46235,1.32711
0.62259,1.4238
1.95316,1.80563
2.69512,0.997262
1.57723,0.592151
0.60988,0.559429
1.06038,0.262639
2.45619,1.06236
1.53973,0.681856
0.7548,1.09065
2.2292,0.870693
4.87091,2.15832
4.2125,1.80409
0.35287,0.8942
2.49248,1.85626
2.19845,1.32212
-1.21775,2.6935
1.47835,0.751644
1.13875,0.227399
1.36661,0.270182
1.5129,0.772429
0.68153,0.600462
-0.318962,0.830076
1.00004,0.815124
1.24857,0.600838
1.24793,0.580096
1.16466,0.478839
1.47896,1.13294
1.63671,0.246804
2.19081,0.982663
1.4328,2.06936
1.4443,1.70119
-0.206325,1.34776
1.73138,0.402616
1.5779,1.85367
-1.46427,1.19782
2.78725,1.01916
1.91027,0.52355
1.51684,0.498204
1.33797,0.872486
0.916998,0.257062
1.5968,0.787014
1.12482,0.716487
1.13645,1.04054
1.62363,1.38275
1.28359,0.957301
1.12545,0.419163
2.06218,0.397067
1.16786,2.14937
1.77128,0.927869
1.3619,0.543662
5.06643,1.65356
1.19292,0.244093
1.60031,0.162554
1.79567,0.641319
0.895557,0.727499
3.66018,1.74666
0.554977,0.902887
1.54163,1.65623
0.411536,0.699353
1.71224,0.516352
1.64968,0.591636
1.29826,0.457765
0.359952,1.76165
-0.00825831,1.42402
1.97594,0.442252
1.64666,0.512076
1.45199,1.14093
2.14602,0.791381
1.32623,0.789742
1.48059,0.191148
1.35528,0.129861
1.38978,0.0999198
1.38978,0.0999198
1.55152,0.133444
1.55152,0.133444
1.55152,0.133444
1.55152,0.133444
1.55152,0.133444
1.55152,0.133444
1.55152,0.133444
1.04795,0.266136
1.25304,0.14495
1.46517,0.428157
1.5689,0.530006
1.80388,0.430117
0.732213,0.965945
1.4915,0.230022
2.34235,1.32336
1.43275,0.404584
1.30243,0.572588
1.63935,0.987787
1.41188,0.234959
1.38904,0.131517
1.38904,0.131517
1.37539,0.416435
1.3607,0.688421
3.04046,0.893207
0.968176,1.96001
2.33353,1.5735
1.64581,0.731906
1.01681,0.37798
-1.67589,1.67651
1.06518,0.424174
-1.6975,2.22312
0.491053,1.11945
1.09138,0.577789
0.98898,0.854759
1.38347,0.690823
1.40208,0.831795
1.23692,0.502896
1.3,1.85469
1.62327,1.2978
1.51237,0.513367
1.0753,0.71738
0.30877,1.29164
2.72036,0.895829
4.72153,1.58027
1.74317,2.03859
1.64603,0.304552
0.275249,0.910112
0.26543,1.21279
0.908177,0.613774
2.30633,2.22012
2.17108,1.07141
2.13373,1.22512
1.54131,0.62746
2.345,1.45724
1.25752,0.906556
-0.322658,0.812294
0.902393,1.16931
1.39035,0.242726
1.73376,1.06294
